target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.4,292.35030041148997,49.61,13801.0,1790204723.4915,1790204735.4459,0.725,1230.0,24,-420
1395,1393.4,314.3050896534415,50.15,13801.0,1790204745.2498,1790204756.3861,0.725,1335.0,22,-420
1545,1537.0,342.0693753044951,51.25,13117.3,1790204766.379,1790204776.5923,0.725,1455.0,20,-420
1702,1695.0,387.2661623319939,55.96,13036.8,1790204786.3842,1790204795.4181,0.76,1635.0,18,-420
1852,1845.0,418.1504593256668,61.05,13814.3,1790204805.3092,1790204813.6871,0.795,1777.0,16,-420
2010,2002.0,419.1610389571837,66.1,13801.0,1790204823.6453,1790204832.0331,0.84,1935.0,17,-420
2167,2160.0,419.4656059331538,68.31,13801.0,1790204842.055,1790204850.4049,0.845,1965.0,16,-420
2317,2310.0,419.61870987742697,71.73,13801.0,1790204860.4785,1790204868.8308,0.885,2085.0,17,-420
2475,2467.0,419.80582444749126,74.88,12934.9,1790204878.8617,1790204887.2191,0.93,2212.0,16,-420
2625,2617.0,419.9032020702502,83.6,13801.0,1790204897.2515,1790204905.5914,0.98,2332.0,17,-420
2782,2750.7,420.08093730168156,90.65,13801.0,1790204915.6353,1790204923.9696,1.02,2422.0,16,-420
2932,2751.2,419.9732548739035,91.21,13801.0,1790204934.0175,1790204942.3443,1.02,2422.0,17,-420
3090,2757.9,420.10250501114564,88.61,12934.9,1790204952.3807,1790204960.701,1.02,2422.0,16,-420
